Keys,English,Vietnamese,Chinese (Simplified),$Chinese (Traditional),Japanese,French,German,Spanish,Portuguese [pt-PT],Arabic,Russian,Korean,Italian,Hindi,Philipine [tl],Indo,Thai,Turkis
TXT_MEDIUM_PACK,Medium Pack,Gói Vừa,中包装,,ミディアムパック,Paquet Moyen,Mittlere Packung,Paquete Mediano,Pacote Médio,حزمة متوسطة,Средняя Упаковка,중간 팩,Pacco Medio,मध्यम पैक,Katamtamang Pakete,Paket Sedang,แพ็คขนาดกลาง,Orta Paket
TXT_MELEE,Melee,Cận Chiến,近战,,近接攻撃,Mêlée,Nahkampf,Pelea Confusa,Corpo A Corpo,المشاجرة,Ближний Бой,난투,Mischia,हाथापाई,Suntukan,Perkelahian,ระยะประชิด,Yakın Dövüş
TXT_METEOR_DAMAGE,Meteor Damage,Sát Thương Thiên Thạch,流星伤害,流星傷害,隕石ダメージ,Dégâts De Météores,Meteorschaden,Daño De Meteorito,Dano De Meteoro,ضرر النيزك,Урон От Метеорита,운석 피해,Danni Da Meteore,उल्का क्षति,Pagkasira Ng Meteor,Kerusakan Meteor,ความเสียหายจากดาวตก,Meteor Hasarı
TXT_MINUS_ALL_STARS,-All Stars,-Tất Cả Sao,-全明星,,-すべての星,-Toutes Les Étoiles,-Alle Sterne,-Todas Las Estrellas,-Todas As Estrelas,-كل النجوم,-Все Звезды,-모든 별,-Tutte Le Stelle,-सभी सितारे,-Lahat Ng Bituin,-Semua Bintang,-ดาวทั้งหมด,-Bütün Yıldızlar
TXT_MIN_BID,Min. bid,Giá tối thiểu,分钟。出价,,分。入札,Min. offre,Min. Gebot,Mín. licitación,Min. oferta,دقيقة. مُنَاقَصَة,Мин. делать ставку,최소 매기다,minimo offerta,न्यूनतम. बोली,Min. bid,Minimal. penawaran,นาที. เสนอราคา,Min. teklif etmek
TXT_MIN_BID_DES,Bids below this amount won’t be allowed. You will only be able to accept the most recent high bid.,Sẽ không được phép đặt giá thầu dưới số tiền này. Bạn sẽ chỉ có thể chấp nhận giá thầu cao gần đây nhất.,低于此金额的出价将被拒绝。您只能接受最近的最高出价。,,この金額を下回る入札は許可されません。承認できるのは、最新の最高入札額のみです。,Les enchères inférieures à ce montant ne seront pas autorisées. Vous ne pourrez accepter que l'enchère la plus élevée la plus récente.,Gebote unter diesem Betrag sind nicht zulässig. Sie können nur das letzte Höchstgebot annehmen.,No se permitirán ofertas inferiores a esta cantidad. Solo podrá aceptar la oferta más alta más reciente.,Lances abaixo desse valor não serão permitidos. Você só poderá aceitar o lance mais alto mais recente.,لن يُسمح بعروض الأسعار التي تقل عن هذا المبلغ. لن تتمكن إلا من قبول عرض السعر الأعلى الأخير.,Ставки ниже этой суммы не допускаются. Вы сможете принять только самую последнюю высокую ставку.,이 금액 미만의 입찰은 허용되지 않습니다. 가장 최근의 최고 입찰가만 수락할 수 있습니다.,Non saranno consentite offerte inferiori a questo importo. Potrai accettare solo l'offerta più alta più recente.,इस राशि से कम की बोली की अनुमति नहीं दी जाएगी। आप केवल सबसे हालिया ऊंची बोली ही स्वीकार कर पाएंगे।,Hindi papayagan ang mga bid na mas mababa sa halagang ito. Matatanggap mo lang ang pinakakamakailang mataas na bid.,Tawaran di bawah jumlah ini tidak akan diizinkan. Anda hanya dapat menerima tawaran tertinggi terbaru.,ไม่อนุญาตให้เสนอราคาต่ำกว่าจำนวนนี้ คุณจะยอมรับได้เฉพาะราคาเสนอสูงสุดล่าสุดเท่านั้น,Bu tutarın altındaki tekliflere izin verilmeyecektir. Yalnızca en son yüksek teklifi kabul edebileceksiniz.
TXT_MIN_STEP,Min. bid step (%),Tối thiểu. bước giá thầu (%),分钟。出价步长 (%),,分。入札ステップ (%),Min. étape d'enchère (%),Min. Gebotsschritt (%),Mín. paso de oferta (%),Min. etapa do lance (%),دقيقة. خطوة عرض الأسعار (%),Мин. шаг ставки (%),최소 입찰 단계(%),minimo passo dell'offerta (%),न्यूनतम. बोली चरण (%),Min. hakbang sa bid (%),Minimal. langkah penawaran (%),นาที. ขั้นตอนการเสนอราคา (%),Min. teklif adımı (%)
TXT_MIN_STEP_DES,Each new bid must be higher than the previous one by this percentage.,Mỗi giá thầu mới phải cao hơn giá thầu trước đó theo tỷ lệ phần trăm này.,每个新出价必须比前一个出价高出这个百分比。,,新しい入札はそれぞれ、前の入札よりもこの割合だけ高くなければなりません。,Chaque nouvelle offre doit être supérieure à la précédente de ce pourcentage.,Jedes neue Gebot muss um diesen Prozentsatz höher sein als das vorherige.,Cada nueva oferta deberá ser superior a la anterior en este porcentaje.,Cada novo lance deve ser superior ao anterior neste percentual.,ويجب أن يكون كل عرض جديد أعلى من العرض السابق بهذه النسبة.,Каждая новая ставка должна быть выше предыдущей на этот процент.,각각의 새 입찰가는 이전 입찰가보다 이 비율만큼 높아야 합니다.,Ogni nuova offerta deve essere superiore alla precedente di questa percentuale.,प्रत्येक नई बोली पिछली बोली से इस प्रतिशत अधिक होनी चाहिए।,Ang bawat bagong bid ay dapat na mas mataas kaysa sa nauna sa pamamagitan ng porsyentong ito.,Setiap tawaran baru harus lebih tinggi dari tawaran sebelumnya sebesar persentase ini.,ราคาเสนอใหม่แต่ละรายการจะต้องสูงกว่าราคาเสนอก่อนหน้าตามเปอร์เซ็นต์นี้,Her yeni teklif bir önceki tekliften bu yüzde kadar yüksek olmalıdır.
TXT_MISERABLY_DEFEAT,Miserably Defeat,Thất Bại Thảm Hại,惨败,,惨めに負ける,Misérablement Vaincu,Klägliche Niederlage,Derrota Miserable,Derrota Miseravelmente,هزيمة نكراء,С Треском Победить,비참하게 패배하다,Miseramente Sconfitta,बुरी तरह पराजित,Malupit Na Pagkatalo,Kekalahan Yang Menyedihkan,พ่ายแพ้อย่างน่าเสียดาย,Sefil Bir Yenilgi
TXT_MONTH,Month,Tháng,月,,月,Mois,Monat,Mes,Mês,شهر,Месяц,월,Mese,महीना,Buwan,Bulan,เดือน,Ay
TXT_MORE_QUESTS_COMING_SOON,More Quests Coming Soon,Sắp Có Thêm Nhiều Nhiệm Vụ,更多任务即将推出,,さらに多くのクエストが近日公開予定,Plus De Quêtes À Venir,Weitere Quests Folgen In Kürze,Más Misiones Próximamente,Mais Missões Em Breve,المزيد من المهام قريبا,Скоро Будут Еще Квесты,더 많은 퀘스트가 곧 제공될 예정입니다,Altre Missioni In Arrivo,अधिक खोज जल्द ही आ रही हैं,Higit Pang Mga Quest Na Paparating,Lebih Banyak Pencarian Segera Hadir,ภารกิจเพิ่มเติมในเร็ว ๆ นี้,Yakında Daha Fazla Görev Gelecek
TXT_MORE_REWARDS,More Rewards,Nhiều Phần Thưởng Hơn,更多奖励,更多獎勵,さらなる報酬,Plus De Récompenses,Mehr Belohnungen,Más Recompensas,Mais Recompensas,المزيد من المكافآت,Больше Наград,더 많은 보상,Più Premi,अधिक पुरस्कार,Mas Maraming Gantimpala,Lebih Banyak Hadiah,รางวัลมากขึ้น,Daha Fazla Ödül
TXT_MOST_SEARCHED,Most Searched,Được Tìm Kiếm Nhiều Nhất,搜索最多的,,最も検索された,Le Plus Recherché,Am Häufigsten Gesucht,Más Buscado,Mais Pesquisado,الأكثر بحثا,Самый Популярный,가장 많이 검색된,Più Cercato,सबसे ज्यादा खोजा गया,Pinaka Hinanap,Paling Banyak Dicari,ค้นหามากที่สุด,En Çok Aranan
TXT_MOVE_TO_SHOP,Move To Shop,Di Chuyển Đến Cửa Hàng,移至商店,移至商店,店に移動する,Passer À La Boutique,Zum Einkaufen Gehen,Ir A La Tienda,Mover Para A Loja,انتقل إلى التسوق,Перейти В Магазин,가게로 이동,Passare Al Negozio,दुकान की ओर बढ़ें,Lumipat Sa Tindahan,Pindah Ke Toko,ย้ายร้าน,Alışverişe Taşınmak
TXT_MY_ACCOUNT,My Account,Tài Khoản,我的账户,,私のアカウント,Mon Compte,Mein Konto,Mi Cuenta,Minha Conta,حسابي,Мой Счет,내 계정,Il Mio Conto,मेरा खाता,Aking Account,Akun Saya,บัญชีของฉัน,Hesabım
TXT_MY_TEAM,My Team,Đội Của Tôi,我的团队,,私のチーム,Mon Équipe,Mein Team,Mi Equipo,Meu Time,فريقي,Моя Команда,내 팀,La Mia Squadra,मेरी टीम,Ang Aking Koponan,Kelompok Ku,ทีมของฉัน,Benim Takımım
TXT_NEW,New,Mới,新,新,新しい,Nouveau,Neu,Nuevo,Novo,جديد,Новый,새로운,Nuovo,नया,Bago,Baru,ใหม่,Yeni
TXT_NEXT,Next,Kế Tiếp,下一个,,次,Suivant,Nächste,Próximo,Próximo,التالي,Следующий,다음,Prossimo,अगला,Susunod,Berikutnya,ต่อไป,Sonraki
TXT_NEXT_BATTLE,Next Battle,Trận Chiến Tiếp Theo,下一场战斗,,次の戦い,Prochaine Bataille,Nächste Schlacht,Próxima Batalla,Próxima Batalha,المعركة القادمة,Следующая Битва,다음 전투,Prossima Battaglia,अगली लड़ाई,Susunod Na Laban,Pertempuran Berikutnya,การต่อสู้ครั้งต่อไป,Sonraki Savaş
TXT_NEXT_CHAPTER_NOTIFY,The next level will be unlocked once you complete the current level by collecting the required number of stars.,Cấp độ tiếp theo sẽ được mở khóa khi bạn hoàn thành cấp độ hiện tại bằng cách thu thập số sao cần thiết.,一旦您通过收集所需数量的星星完成当前级别，就会解锁下一个级别。,,必要な数のスターを集めて現在のレベルを完了すると、次のレベルのロックが解除されます。,Le niveau suivant sera débloqué une fois que vous aurez terminé le niveau actuel en collectant le nombre d'étoiles requis.,"Das nächste Level wird freigeschaltet, sobald Sie das aktuelle Level durch das Sammeln der erforderlichen Anzahl an Sternen abgeschlossen haben.",El siguiente nivel se desbloqueará una vez que completes el nivel actual recolectando la cantidad requerida de estrellas.,O próximo nível será desbloqueado assim que você completar o nível atual coletando o número necessário de estrelas.,سيتم فتح المستوى التالي بمجرد إكمال المستوى الحالي من خلال جمع العدد المطلوب من النجوم.,"Следующий уровень будет разблокирован, как только вы завершите текущий уровень, собрав необходимое количество звезд.",필요한 수의 별을 모아 현재 레벨을 완료하면 다음 레벨이 잠금 해제됩니다.,Il livello successivo verrà sbloccato una volta completato il livello corrente raccogliendo il numero di stelle richiesto.,एक बार जब आप आवश्यक संख्या में सितारों को इकट्ठा करके वर्तमान स्तर को पूरा कर लेंगे तो अगला स्तर अनलॉक हो जाएगा।,Ang susunod na antas ay maa-unlock kapag nakumpleto mo ang kasalukuyang antas sa pamamagitan ng pagkolekta ng kinakailangang bilang ng mga bituin.,Level berikutnya akan terbuka setelah Anda menyelesaikan level saat ini dengan mengumpulkan jumlah bintang yang diperlukan.,ระดับถัดไปจะถูกปลดล็อคเมื่อคุณผ่านด่านปัจจุบันโดยรวบรวมดาวตามจำนวนที่ต้องการ,Gerekli sayıda yıldızı toplayarak mevcut seviyeyi tamamladığınızda bir sonraki seviyenin kilidi açılacaktır.
TXT_NICKNAME,Nickname,Tên,昵称,暱稱,ニックネーム,Surnom,Spitzname,Apodo,Apelido,كنية,Прозвище,별명,Soprannome,उपनाम,Palayaw,Nama Panggilan,ชื่อเล่น,Takma Ad
TXT_NORMAL_PASS,Normal Pass,Vé Thường,普通票,,通常パス,Passe Normale,Normaler Durchgang,Pase Normal,Passe Normal,تمريرة عادية,Нормальный Проход,일반 패스,Passaggio Normale,सामान्य पास,Normal Na Pass,Lulus Biasa,ผ่านปกติ,Normal Geçiş
TXT_NOTICE,Notice,Ghi Chú,注意,注意,知らせ,Avis,Notiz,Aviso,Perceber,يلاحظ,Уведомление,알아채다,Avviso,सूचना,Pansinin,Melihat,สังเกต,Fark Etme
TXT_NOT_ENOUGH_HERO_LEVELUP,Not enough heroes to level up,Không đủ hero để nâng cấp,没有足够的英雄来升级,,レベルアップするにはヒーローが足りません,Pas assez de héros pour passer au niveau supérieur,Nicht genügend Helden zum Levelaufstieg,No hay suficientes héroes para subir de nivel.,Não há heróis suficientes para subir de nível,لا يوجد ما يكفي من الأبطال لرفع المستوى,Недостаточно героев для повышения уровня,레벨업할 영웅이 부족합니다.,Non abbastanza eroi per salire di livello,स्तर ऊपर उठाने के लिए पर्याप्त नायक नहीं हैं,Hindi sapat na mga bayani para mag-level up,Tidak cukup pahlawan untuk naik level,มีฮีโร่ไม่เพียงพอที่จะเลเวลอัพ,Seviye atlamak için yeterli kahraman yok
TXT_NO_AVAILABLE_REWARD,No Available Rewards,Không Có Phần Thưởng Có Sẵn,没有可用奖励,,利用可能な報酬はありません,Aucune Récompense Disponible,Keine Verfügbaren Belohnungen,No Hay Recompensas Disponibles,Nenhuma Recompensa Disponível,لا توجد مكافآت متاحة,Нет Доступных Наград,사용 가능한 보상이 없습니다,Nessun Premio Disponibile,कोई पुरस्कार उपलब्ध नहीं,Walang Available Na Reward,Tidak Ada Hadiah Yang Tersedia,ไม่มีรางวัลที่ใช้ได้,Mevcut Ödül Yok
TXT_NO_FRIENDS,No. Friends,KHÔNG. Bạn,不。朋友们,,いいえ。友達,Non. Amis,NEIN. Freunde,No. Amigos,Não. Amigos,لا. أصدقاء,Нет. Друзья,아니요. 친구,NO. Amici,नहीं। दोस्त,Hindi. Mga Kaibigan,TIDAK. Teman-Teman,เลขที่. เพื่อน,HAYIR. Arkadaşlar
TXT_NO_MORE_REWARD,No More Rewards Can Be Claimed.,Không Thể Nhận Thêm Phần Thưởng Nào Nữa.,无法再领取任何奖励。,無法再領取任何獎勵。,それ以上の報酬は請求できません。,Plus Aucune Récompense Ne Peut Être Réclamée.,Es Können Keine Weiteren Belohnungen Beansprucht Werden.,No Se Pueden Reclamar Más Recompensas.,Nenhuma Outra Recompensa Pode Ser Reivindicada.,لا يمكن المطالبة بمزيد من المكافآت.,Больше Никаких Наград Получить Нельзя.,더 이상 보상을 청구할 수 없습니다.,Non È Possibile Richiedere Ulteriori Premi.,इससे अधिक पुरस्कारों का दावा नहीं किया जा सकता.,Wala Nang Reward Na Pwedeng I-Claim.,Tidak Ada Lagi Hadiah Yang Dapat Diklaim.,ไม่สามารถรับรางวัลได้อีก,Daha Fazla Ödül Talep Edilemez.
TXT_NUM_FRIENDS,Num. Friends,Số. Bạn,编号朋友们,,番号。友達,Num. Amis,Num. Freunde,Núm. Amigos,Num. Amigos,رقم. أصدقاء,Число Друзья,숫자 친구,Numero Amici,संख्या दोस्त,Num. Mga Kaibigan,Nomor. Teman-Teman,จำนวน เพื่อน,Numara. Arkadaşlar
TXT_OBTAIN_AGAIN,Obtain Again,Nhận Lần Nữa,再次获得,再次獲得,再度入手する,Obtenir À Nouveau,Wieder Erhalten,Obtener De Nuevo,Obter Novamente,الحصول مرة أخرى,Получить Снова,다시 얻다,Ottenere Di Nuovo,पुनः प्राप्त करें,Makuha Muli,Dapatkan Lagi,ได้รับอีกครั้ง,Tekrar Elde Et
TXT_ODD_DMG_UP_PERCENT,[Odd] DMG Up (%),[Lẻ] Tăng Sát Thương (%),[奇数]伤害提升(%),[奇數]傷害提升(%),[奇数]ダメージアップ(%),[Impair] Dégâts Augmentés (%),[Ungerade] Schaden Erhöht (%),[Impar] Daño Aumentado (%),[Ímpar] Dano Aumentado (%),[فردي] الضرر يصل (%),[Нечетное] Увеличение Урона (%),[홀수] 피해량 증가(%),[Dispari] Aumento Del Danno (%),[विषम] क्षति (%),[Odd] Damage Up (%),[Aneh] Kerusakan Naik (%),[คี่] ดาเมจเพิ่มขึ้น (%),[Tek] Hasar Arttı (%)
TXT_ODD_HP_DOWN_PERCENT,[Odd] HP Down (%),[Lẻ] Máu Giảm (%),[奇数] 生命值下降 (%),[奇數] 生命值下降 (%),[奇数] HP ダウン (%),[Impair] HP En Baisse (%),[Ungerade] PS Weniger (%),[Impar] Disminución De Hp (%),[Ímpar] HP Reduzido (%),[فردي] انخفاض حصان (%),[Нечетное] Снижение Здоровья (%),[홀수] HP 감소(%),[Dispari] CV In Meno (%),[विषम] एचपी डाउन (%),[Odd] Hp Pababa (%),[Ganjil] Hp Mati (%),[คี่] แรงม้าลดลง (%),[Tek] Hp Düşüşü (%)
TXT_OFF,OFF,Tắt,离开,離開,オフ,Désactivé,Aus,Apagado,Desligado,عن,Выключенный,끄다,Spento,बंद,Off,Mati,ปิด,Kapalı
TXT_OLDEST,Oldest,Cũ Nhất,最旧的,,最古の,Le Plus Ancien,Älteste,Mayor,Mais Antigo,الأقدم,Самый Старый,가장 오래된,Più Antico,सबसे पुराने,Pinakamatanda,Tertua,เก่าแก่ที่สุด,En Yaşlı
TXT_ON,ON,Bật,打开,打開,オンにする,Allumer,Anmachen,Encender,Ligar,شغله,Включать,켜다,Accendere,चालू करो,Buksan,Menyalakan,เปิด,Aç
TXT_ONE_TIME_ONLY,ONE TIME ONLY!,Một Lần Duy Nhất!,仅一次！,,一回きり！,Une Fois Seulement!,Nur Einmal!,¡Solo Una Vez!,Apenas Uma Vez!,مرة واحدة فقط!,Только Один Раз!,오직 한번!,Una Sola Volta!,सिर्फ़ एक बार!,Isang Beses Lamang!,Satu Kali Saja!,ครั้งเดียวเท่านั้น!,Sadece Bir Kez!
TXT_OPEN,Open,Mở,打开,打開,開ける,Ouvrir,Offen,Abierto,Abrir,يفتح,Открыть,열려 있는,Aprire,खुला,Bukas,Membuka,เปิด,Açık
TXT_OPEN_BOX_BY_DIAMOND_NOTIFY,Do you want to use diamonds to open the chest?,Bạn có muốn sử dụng kim cương để mở rương?,你想用钻石来开宝箱吗？,,ダイヤモンドを使って宝箱を開けてみませんか？,Voulez-vous utiliser des diamants pour ouvrir le coffre ?,"Möchten Sie Diamanten verwenden, um die Truhe zu öffnen?",¿Quieres usar diamantes para abrir el cofre?,Você quer usar diamantes para abrir o baú?,هل تريد استخدام الماس لفتح الصندوق؟,"Хотите использовать алмазы, чтобы открыть сундук?",다이아몬드를 사용하여 상자를 열고 싶나요?,Vuoi usare i diamanti per aprire lo scrigno?,क्या आप संदूक खोलने के लिए हीरे का उपयोग करना चाहते हैं?,Gusto mo bang gumamit ng mga diamante para buksan ang dibdib?,Apakah Anda ingin menggunakan berlian untuk membuka peti?,อยากใช้เพชรเปิดหน้าอกมั้ย?,Sandığı açmak için elmas kullanmak ister misiniz?
TXT_OPEN_BOX_DETAIL_CONTENT,"Crack it open and get ready - treasures, rare loot, and surprise goodies await inside! What will you get this time?","Hãy mở nó ra và sẵn sàng - kho báu, chiến lợi phẩm quý hiếm và những món quà bất ngờ đang chờ đợi bên trong! Lần này bạn sẽ nhận được gì?",打开它并做好准备 - 宝藏、稀有战利品和惊喜好东西在里面等待着！这次你会得到什么？,,開けて準備をしましょう - 中には宝物、珍しい戦利品、そしてサプライズグッズが待っています!今度は何がもらえるでしょうか？,"Ouvrez-le et préparez-vous : des trésors, du butin rare et des cadeaux surprises vous attendent à l'intérieur ! Qu'obtiendrez-vous cette fois-ci ?","Öffnen Sie es und machen Sie sich bereit – darin erwarten Sie Schätze, seltene Beute und Überraschungsgeschenke! Was bekommst du dieses Mal?","Ábrelo y prepárate: ¡en el interior te esperan tesoros, botines raros y regalos sorpresa! ¿Qué obtendrás esta vez?","Abra-o e prepare-se: tesouros, itens raros e brindes surpresa aguardam lá dentro! O que você vai conseguir desta vez?",افتحها واستعد - تنتظرك الكنوز والغنائم النادرة والأشياء الجيدة المفاجئة بالداخل! ماذا سوف تحصل هذه المرة؟,"Откройте его и приготовьтесь — внутри вас ждут сокровища, редкая добыча и сюрпризы! Что ты получишь на этот раз?","열어서 준비하세요. 보물, 희귀한 전리품, 깜짝 선물이 그 안에 기다리고 있습니다! 이번에는 무엇을 얻을 것인가?","Aprilo e preparati: tesori, bottini rari e sorprese ti aspettano all'interno! Cosa otterrai questa volta?","इसे खोलो और तैयार हो जाओ - खजाने, दुर्लभ लूट, और आश्चर्यजनक उपहार अंदर इंतजार कर रहे हैं! इस बार तुम्हें क्या मिलेगा?","Buksan ito at maghanda - mga kayamanan, bihirang pagnakawan, at mga sorpresang bagay na naghihintay sa loob! Ano ang makukuha mo this time?","Buka dan bersiaplah - harta karun, jarahan langka, dan barang kejutan menunggu di dalam! Apa yang akan kamu dapatkan kali ini?",เปิดมันออกแล้วเตรียมพร้อม - สมบัติ ของหายาก และของเซอร์ไพรส์รออยู่ข้างใน! คราวนี้คุณจะได้อะไร?,"Onu açın ve hazırlanın; içeride hazineler, nadir ganimetler ve sürpriz hediyeler sizi bekliyor! Bu sefer ne alacaksın?"
TXT_OPEN_NOW,Open Now,Mở Ngay,现在开放,,今開いています,Ouvert Maintenant,Jetzt Geöffnet,Abrir Ahora,Abra Agora,مفتوح الآن,Открыть Сейчас,지금 열어,Aperto Adesso,अभी खोलें,Bukas Na Ngayon,Buka Sekarang,เปิดตอนนี้,Şimdi Aç
TXT_OPPONENT,Opponent,Đối Thủ,对手,對手,対戦相手,Adversaire,Gegner,Adversario,Adversário,الخصم,Противник,상대,Avversario,प्रतिद्वंद्वी,Kalaban,Lawan,คู่ต่อสู้,Rakip
TXT_OR,or,hoặc,或者,,または,ou,oder,o,ou,أو,или,또는,O,या,o,atau,หรือ,veya
TXT_P2P_EXCHANGE,P2P Exchange,Trao Đổi P2P,P2P交换,,P2P交換,Échange P2P,P2P-Austausch,Intercambio P2P,Troca P2P,تبادل P2P,P2P Обмен,P2P 교환,Scambio P2P,पी2पी एक्सचेंज,Palitan Ng P2P,Pertukaran P2P,การแลกเปลี่ยน P2P,P2P Değişimi
TXT_PACKAGE,Package,Gói,包裹,包裹,パッケージ,Emballer,Paket,Paquete,Pacote,طَرد,Упаковка,패키지,Pacchetto,पैकेट,Pakete,Kemasan,บรรจุุภัณฑ์,Paket
TXT_PACK_DESCRIPTION,"Roll for rarity, then choose your hero!","Hãy tìm kiếm sự hiếm có, sau đó chọn anh hùng của bạn!",滚动以获得稀有度，然后选择你的英雄！,,レアリティをロールして、ヒーローを選択してください!,"Lancez le jet pour la rareté, puis choisissez votre héros !",Würfeln Sie nach Seltenheit und wählen Sie dann Ihren Helden!,¡Tira por rareza y luego elige a tu héroe!,Role para ver a raridade e escolha seu herói!,لفة للندرة، ثم اختر بطلك!,"Проверьте редкость, а затем выберите своего героя!",희귀도를 판정하고 영웅을 선택하세요!,"Tira per la rarità, quindi scegli il tuo eroe!","दुर्लभता के लिए रोल करें, फिर अपना हीरो चुनें!","Roll para sa pambihira, pagkatapos ay piliin ang iyong bayani!","Gulung untuk mendapatkan kelangkaan, lalu pilih pahlawan Anda!",สะสมของหายากแล้วเลือกฮีโร่ของคุณ!,"Nadirlik için yuvarlanın, ardından kahramanınızı seçin!"
TXT_PARTNER,Partner,Cộng Sự,伙伴,夥伴,相棒,Partenaire,Partner,Pareja,Parceiro,شريك,Партнер,파트너,Compagno,साझेदार,Partner,Mitra,พันธมิตร,Ortak
TXT_PASTE,Paste,Dán,粘贴,,ペースト,Coller,Paste,Pasta,Colar,لصق,Вставить,반죽,Impasto,चिपकाएं,Idikit,Pasta,แปะ,Yapıştır
TXT_PERFECT,PERFECT,Hoàn Hảo ,完美的,完美的,完全,Parfait,Perfekt,Perfecto,Perfeito,ممتاز,Идеальный,완벽한,Perfetto,उत्तम,Perpekto,Sempurna,สมบูรณ์แบบ,Mükemmel
TXT_PERFECT_VICTORY,Perfect Victory,Chiến Thắng Hoàn Hảo,完美的胜利,完美的勝利,完璧な勝利,Victoire Parfaite,Perfekter Sieg,Victoria Perfecta,Vitória Perfeita,انتصار كامل,Совершенная Победа,완벽한 승리,Vittoria Perfetta,उत्तम विजय,Perpektong Tagumpay,Kemenangan Sempurna,ชัยชนะที่สมบูรณ์แบบ,Mükemmel Zafer
TXT_PERFECT_VICTORY_X_TIMES,Win With Perfect Victory {x} Times,Chiến Thắng Với Chiến Thắng Hoàn Hảo {x} Lần,以完美胜利获胜 {x} 次,以完美勝利獲勝 {x} 次,{x} 回の完璧な勝利で勝利する,Gagnez Avec Une Victoire Parfaite {x} fois,Gewinnen Sie {x} Mal Mit Perfektem Sieg,Gana Con La Victoria Perfecta {x} Veces,Vença Com Vitória Perfeita {x} Vezes,فوز مع انتصار مثالي {x} مرة,выиграйте с полной победой {x} раз,완벽한 승리로 승리 {x}회,Vinci Con Una Vittoria Perfetta {x} Volte,उत्तम विजय के साथ जीतें {x} बार,Manalo Nang May Perpektong Tagumpay {x} Oras,Menang Dengan Kemenangan Sempurna {x} Kali,ชนะด้วยชัยชนะที่สมบูรณ์แบบ {x} ครั้ง,{x} Kez Kusursuz Zaferle Kazanın
TXT_PILE_OF_DIAMONDS,Pile Of Diamonds,Đống Kim Cương,一堆钻石,,ダイヤモンドの山,Tas De Diamants,Haufen Diamanten,Montón De Diamantes,Pilha De Diamantes,كومة من الماس,Куча Бриллиантов,다이아몬드 더미,Mucchio Di Diamanti,हीरों का ढेर,Tumpok Ng Mga Diamante,Tumpukan Berlian,กองเพชร,Elmas Yığını
TXT_PIT_MANAGER,Pit Manager,Người Quản Lý Hố,坑经理,,ピットマネージャー,Gestionnaire De Fosse,Grubenleiter,Gerente De Boxes,Gerente De Poço,مدير الحفرة,Менеджер Карьера,구덩이 관리자,Responsabile Della Fossa,गड्ढा प्रबंधक,Tagapamahala Ng Hukay,Manajer Lubang,ผู้จัดการหลุม,Çukur Yöneticisi
TXT_PLACE_A_BULK_ORDER,Place a Bulk Order,Đặt hàng số lượng lớn,批量订购,,大量注文する,Passer une commande groupée,Geben Sie eine Großbestellung auf,Realizar un pedido al por mayor,Faça um pedido em massa,تقديم طلب بالجملة,Разместить оптовый заказ,대량 주문하기,Effettua un ordine all'ingrosso,थोक ऑर्डर दें,Maglagay ng Bulk Order,Lakukan Pemesanan Massal,สั่งซื้อจำนวนมาก,Toplu Sipariş Verin
TXT_PLAYERS,Players,Người Chơi,玩家,,選手,Joueurs,Spieler,Jugadores,Jogadores,اللاعبين,Игроки,플레이어,Giocatori,खिलाड़ी,Mga Manlalaro,Pemain,ผู้เล่น,Oyuncular
TXT_PLAYER_ID,Player ID:,Id Người Chơi:,玩家编号：,玩家編號：,プレイヤーID:,Identifiant Du Joueur :,Spieler-ID:,Identificación Del Jugador:,Identificação Do Jogador:,معرف اللاعب:,Идентификатор Игрока:,플레이어 ID:,ID Giocatore:,प्लेयर आईडी:,Player Id:,Id Pemain:,รหัสผู้เล่น:,Oyuncu Kimliği:
TXT_PLAY_ANONYMOUS,Play Anonymously,Chơi Ẩn Danh,匿名玩,,匿名でプレイする,Jouer Anonymement,Anonym Spielen,Jugar De Forma Anónima,Jogar Anonimamente,العب بشكل مجهول,Играть Анонимно,익명으로 플레이,Giocare In Modo Anonimo,गुमनाम रूप से खेलें,Maglaro Nang Hindi Nagpapakilala,Bermain Secara Anonim,เล่นโดยไม่ระบุชื่อ,Anonim Olarak Oyna
TXT_PLAY_ANY_MODE_X_TIME,Play Any Mode {x} Times,Chơi Bất Kỳ Chế Độ {x} Lần,玩任意模式 {x} 次,玩任意模式 {x} 次,任意のモードを {x} 回プレイする,Jouez à N'importe Quel Mode {x} fois,Spielen Sie Einen Beliebigen Modus {x} Mal,Juega En Cualquier Modo {x} Veces,Jogue Em Qualquer Modo {x} Vezes,تشغيل أي وضع {x} مرة,воспроизвести любой режим {x} раз,모든 모드 {x}회 플레이,Gioca In Qualsiasi Modalità {x} Volte,कोई भी मोड {x} बार चलाएं,I-Play Ang Any Mode {x} Times,Mainkan Mode Apa Saja {x} Kali,เล่นโหมดใดก็ได้ {x} ครั้ง,Herhangi Bir Modu {x} Kez Oynat
